instruction,input,output,source_document,source_url,chunk_number,document_index,generated_by
How can I tell if an email from my bank is a scam?,,"Your bank will never ask for your full PIN, password, or other sensitive information via email. Be wary of emails that create a sense of urgency or have spelling and grammar mistakes. If you're unsure, don't click any links. Instead, contact your bank directly using the phone number on the back of your card.",Identity fraud and identity theft,https://www.actionfraud.police.uk/a-z-of-fraud/identity-fraud-and-identity-theft,1,63,gemini
Who should I contact about a phishing email?,,"If you've received a suspicious email, you should forward it to the Suspicious Email Reporting Service (SERS) at report@phishing.gov.uk. If you've lost money or been hacked as a result of a phishing email, you must report it to Action Fraud.",Identity fraud and identity theft,https://www.actionfraud.police.uk/a-z-of-fraud/identity-fraud-and-identity-theft,1,63,gemini
"I feel embarrassed about being scammed, is this normal?",,"It's completely normal to feel embarrassed, but please know that you're not alone. Scammers are very sophisticated and can trick anyone. Reporting the scam is the most important thing you can do. You can also contact Victim Support for free, confidential support on 0808 16 89 111.",Identity fraud and identity theft,https://www.actionfraud.police.uk/a-z-of-fraud/identity-fraud-and-identity-theft,1,63,gemini
"I think I'm being scammed right now, what should I do?",,"If you believe you are being scammed and are in immediate danger, please call 999. Otherwise, you can report the fraud to Action Fraud 24/7 using their online reporting tool. If you need advice, their advisors are available 24/7. You can also call them on 0300 123 2040 from Monday to Friday, 8am to 8pm.",Investment fraud,https://www.actionfraud.police.uk/a-z-of-fraud/investment-fraud,1,64,gemini
"Someone is pressuring me to pay money urgently, is this legitimate?",,"Be very cautious. Legitimate organizations will rarely pressure you to make immediate payments. This is a common tactic used by scammers. Do not pay any money. Instead, report the incident to Action Fraud online or by calling 0300 123 2040. If you feel threatened, call the police on 999.",Investment fraud,https://www.actionfraud.police.uk/a-z-of-fraud/investment-fraud,1,64,gemini
"I paid money and now think it was a scam, can I get it back?",,"If you've paid money in a suspected scam, contact your bank immediately. They may be able to stop the transaction or recover the funds. You should also report the scam to Action Fraud on 0300 123 2040. While there's no guarantee of getting your money back, reporting it is a crucial step.",Investment fraud,https://www.actionfraud.police.uk/a-z-of-fraud/investment-fraud,1,64,gemini
"I gave out my personal details to what might be a scammer, what should I do?",,"If you've shared personal details, you should report it to Action Fraud immediately. They can provide guidance on how to protect yourself from identity theft. Also, monitor your bank accounts and credit reports for any unusual activity. Consider using a credit reporting agency to place a fraud alert on your file.",Investment fraud,https://www.actionfraud.police.uk/a-z-of-fraud/investment-fraud,1,64,gemini
How can I tell if an email from my bank is a scam?,,"Your bank will never ask for your full PIN, password, or other sensitive information via email. Be wary of emails that create a sense of urgency or have spelling and grammar mistakes. If you're unsure, don't click any links. Instead, contact your bank directly using the phone number on the back of your card.",Investment fraud,https://www.actionfraud.police.uk/a-z-of-fraud/investment-fraud,1,64,gemini
Who should I contact about a phishing email?,,"If you've received a suspicious email, you should forward it to the Suspicious Email Reporting Service (SERS) at report@phishing.gov.uk. If you've lost money or been hacked as a result of a phishing email, you must report it to Action Fraud.",Investment fraud,https://www.actionfraud.police.uk/a-z-of-fraud/investment-fraud,1,64,gemini
"I feel embarrassed about being scammed, is this normal?",,"It's completely normal to feel embarrassed, but please know that you're not alone. Scammers are very sophisticated and can trick anyone. Reporting the scam is the most important thing you can do. You can also contact Victim Support for free, confidential support on 0808 16 89 111.",Investment fraud,https://www.actionfraud.police.uk/a-z-of-fraud/investment-fraud,1,64,gemini
"I think I'm being scammed right now, what should I do?",,"If you believe you are being scammed and are in immediate danger, please call 999. Otherwise, you can report the fraud to Action Fraud 24/7 using their online reporting tool. If you need advice, their advisors are available 24/7. You can also call them on 0300 123 2040 from Monday to Friday, 8am to 8pm.",Ponzi schemes,https://www.actionfraud.police.uk/a-z-of-fraud/ponzi-schemes,1,65,gemini
"Someone is pressuring me to pay money urgently, is this legitimate?",,"Be very cautious. Legitimate organizations will rarely pressure you to make immediate payments. This is a common tactic used by scammers. Do not pay any money. Instead, report the incident to Action Fraud online or by calling 0300 123 2040. If you feel threatened, call the police on 999.",Ponzi schemes,https://www.actionfraud.police.uk/a-z-of-fraud/ponzi-schemes,1,65,gemini
"I paid money and now think it was a scam, can I get it back?",,"If you've paid money in a suspected scam, contact your bank immediately. They may be able to stop the transaction or recover the funds. You should also report the scam to Action Fraud on 0300 123 2040. While there's no guarantee of getting your money back, reporting it is a crucial step.",Ponzi schemes,https://www.actionfraud.police.uk/a-z-of-fraud/ponzi-schemes,1,65,gemini
"I gave out my personal details to what might be a scammer, what should I do?",,"If you've shared personal details, you should report it to Action Fraud immediately. They can provide guidance on how to protect yourself from identity theft. Also, monitor your bank accounts and credit reports for any unusual activity. Consider using a credit reporting agency to place a fraud alert on your file.",Ponzi schemes,https://www.actionfraud.police.uk/a-z-of-fraud/ponzi-schemes,1,65,gemini
How can I tell if an email from my bank is a scam?,,"Your bank will never ask for your full PIN, password, or other sensitive information via email. Be wary of emails that create a sense of urgency or have spelling and grammar mistakes. If you're unsure, don't click any links. Instead, contact your bank directly using the phone number on the back of your card.",Ponzi schemes,https://www.actionfraud.police.uk/a-z-of-fraud/ponzi-schemes,1,65,gemini
Who should I contact about a phishing email?,,"If you've received a suspicious email, you should forward it to the Suspicious Email Reporting Service (SERS) at report@phishing.gov.uk. If you've lost money or been hacked as a result of a phishing email, you must report it to Action Fraud.",Ponzi schemes,https://www.actionfraud.police.uk/a-z-of-fraud/ponzi-schemes,1,65,gemini
"I feel embarrassed about being scammed, is this normal?",,"It's completely normal to feel embarrassed, but please know that you're not alone. Scammers are very sophisticated and can trick anyone. Reporting the scam is the most important thing you can do. You can also contact Victim Support for free, confidential support on 0808 16 89 111.",Ponzi schemes,https://www.actionfraud.police.uk/a-z-of-fraud/ponzi-schemes,1,65,gemini
"I think I'm being scammed right now, what should I do?",,"If you believe you are being scammed and are in immediate danger, please call 999. Otherwise, you can report the fraud to Action Fraud 24/7 using their online reporting tool. If you need advice, their advisors are available 24/7. You can also call them on 0300 123 2040 from Monday to Friday, 8am to 8pm.",Property fraud,https://www.actionfraud.police.uk/a-z-of-fraud/property-fraud,1,66,gemini
"Someone is pressuring me to pay money urgently, is this legitimate?",,"Be very cautious. Legitimate organizations will rarely pressure you to make immediate payments. This is a common tactic used by scammers. Do not pay any money. Instead, report the incident to Action Fraud online or by calling 0300 123 2040. If you feel threatened, call the police on 999.",Property fraud,https://www.actionfraud.police.uk/a-z-of-fraud/property-fraud,1,66,gemini
"I paid money and now think it was a scam, can I get it back?",,"If you've paid money in a suspected scam, contact your bank immediately. They may be able to stop the transaction or recover the funds. You should also report the scam to Action Fraud on 0300 123 2040. While there's no guarantee of getting your money back, reporting it is a crucial step.",Property fraud,https://www.actionfraud.police.uk/a-z-of-fraud/property-fraud,1,66,gemini
"I gave out my personal details to what might be a scammer, what should I do?",,"If you've shared personal details, you should report it to Action Fraud immediately. They can provide guidance on how to protect yourself from identity theft. Also, monitor your bank accounts and credit reports for any unusual activity. Consider using a credit reporting agency to place a fraud alert on your file.",Property fraud,https://www.actionfraud.police.uk/a-z-of-fraud/property-fraud,1,66,gemini
How can I tell if an email from my bank is a scam?,,"Your bank will never ask for your full PIN, password, or other sensitive information via email. Be wary of emails that create a sense of urgency or have spelling and grammar mistakes. If you're unsure, don't click any links. Instead, contact your bank directly using the phone number on the back of your card.",Property fraud,https://www.actionfraud.police.uk/a-z-of-fraud/property-fraud,1,66,gemini
Who should I contact about a phishing email?,,"If you've received a suspicious email, you should forward it to the Suspicious Email Reporting Service (SERS) at report@phishing.gov.uk. If you've lost money or been hacked as a result of a phishing email, you must report it to Action Fraud.",Property fraud,https://www.actionfraud.police.uk/a-z-of-fraud/property-fraud,1,66,gemini
"I feel embarrassed about being scammed, is this normal?",,"It's completely normal to feel embarrassed, but please know that you're not alone. Scammers are very sophisticated and can trick anyone. Reporting the scam is the most important thing you can do. You can also contact Victim Support for free, confidential support on 0808 16 89 111.",Property fraud,https://www.actionfraud.police.uk/a-z-of-fraud/property-fraud,1,66,gemini
"I think I'm being scammed right now, what should I do?",,"If you believe you are being scammed and are in immediate danger, please call 999. Otherwise, you can report the fraud to Action Fraud 24/7 using their online reporting tool. If you need advice, their advisors are available 24/7. You can also call them on 0300 123 2040 from Monday to Friday, 8am to 8pm.",Pyramid scheme fraud,https://www.actionfraud.police.uk/a-z-of-fraud/pyramid-scheme-fraud,1,67,gemini
"Someone is pressuring me to pay money urgently, is this legitimate?",,"Be very cautious. Legitimate organizations will rarely pressure you to make immediate payments. This is a common tactic used by scammers. Do not pay any money. Instead, report the incident to Action Fraud online or by calling 0300 123 2040. If you feel threatened, call the police on 999.",Pyramid scheme fraud,https://www.actionfraud.police.uk/a-z-of-fraud/pyramid-scheme-fraud,1,67,gemini
"I paid money and now think it was a scam, can I get it back?",,"If you've paid money in a suspected scam, contact your bank immediately. They may be able to stop the transaction or recover the funds. You should also report the scam to Action Fraud on 0300 123 2040. While there's no guarantee of getting your money back, reporting it is a crucial step.",Pyramid scheme fraud,https://www.actionfraud.police.uk/a-z-of-fraud/pyramid-scheme-fraud,1,67,gemini
"I gave out my personal details to what might be a scammer, what should I do?",,"If you've shared personal details, you should report it to Action Fraud immediately. They can provide guidance on how to protect yourself from identity theft. Also, monitor your bank accounts and credit reports for any unusual activity. Consider using a credit reporting agency to place a fraud alert on your file.",Pyramid scheme fraud,https://www.actionfraud.police.uk/a-z-of-fraud/pyramid-scheme-fraud,1,67,gemini
How can I tell if an email from my bank is a scam?,,"Your bank will never ask for your full PIN, password, or other sensitive information via email. Be wary of emails that create a sense of urgency or have spelling and grammar mistakes. If you're unsure, don't click any links. Instead, contact your bank directly using the phone number on the back of your card.",Pyramid scheme fraud,https://www.actionfraud.police.uk/a-z-of-fraud/pyramid-scheme-fraud,1,67,gemini
Who should I contact about a phishing email?,,"If you've received a suspicious email, you should forward it to the Suspicious Email Reporting Service (SERS) at report@phishing.gov.uk. If you've lost money or been hacked as a result of a phishing email, you must report it to Action Fraud.",Pyramid scheme fraud,https://www.actionfraud.police.uk/a-z-of-fraud/pyramid-scheme-fraud,1,67,gemini
"I feel embarrassed about being scammed, is this normal?",,"It's completely normal to feel embarrassed, but please know that you're not alone. Scammers are very sophisticated and can trick anyone. Reporting the scam is the most important thing you can do. You can also contact Victim Support for free, confidential support on 0808 16 89 111.",Pyramid scheme fraud,https://www.actionfraud.police.uk/a-z-of-fraud/pyramid-scheme-fraud,1,67,gemini
"I think I'm being scammed right now, what should I do?",,"If you believe you are being scammed and are in immediate danger, please call 999. Otherwise, you can report the fraud to Action Fraud 24/7 using their online reporting tool. If you need advice, their advisors are available 24/7. You can also call them on 0300 123 2040 from Monday to Friday, 8am to 8pm.",Share sale and investment fraud,https://www.actionfraud.police.uk/a-z-of-fraud/share-sale-and-investment-fraud,1,68,gemini
"Someone is pressuring me to pay money urgently, is this legitimate?",,"Be very cautious. Legitimate organizations will rarely pressure you to make immediate payments. This is a common tactic used by scammers. Do not pay any money. Instead, report the incident to Action Fraud online or by calling 0300 123 2040. If you feel threatened, call the police on 999.",Share sale and investment fraud,https://www.actionfraud.police.uk/a-z-of-fraud/share-sale-and-investment-fraud,1,68,gemini
"I paid money and now think it was a scam, can I get it back?",,"If you've paid money in a suspected scam, contact your bank immediately. They may be able to stop the transaction or recover the funds. You should also report the scam to Action Fraud on 0300 123 2040. While there's no guarantee of getting your money back, reporting it is a crucial step.",Share sale and investment fraud,https://www.actionfraud.police.uk/a-z-of-fraud/share-sale-and-investment-fraud,1,68,gemini
"I gave out my personal details to what might be a scammer, what should I do?",,"If you've shared personal details, you should report it to Action Fraud immediately. They can provide guidance on how to protect yourself from identity theft. Also, monitor your bank accounts and credit reports for any unusual activity. Consider using a credit reporting agency to place a fraud alert on your file.",Share sale and investment fraud,https://www.actionfraud.police.uk/a-z-of-fraud/share-sale-and-investment-fraud,1,68,gemini
How can I tell if an email from my bank is a scam?,,"Your bank will never ask for your full PIN, password, or other sensitive information via email. Be wary of emails that create a sense of urgency or have spelling and grammar mistakes. If you're unsure, don't click any links. Instead, contact your bank directly using the phone number on the back of your card.",Share sale and investment fraud,https://www.actionfraud.police.uk/a-z-of-fraud/share-sale-and-investment-fraud,1,68,gemini
Who should I contact about a phishing email?,,"If you've received a suspicious email, you should forward it to the Suspicious Email Reporting Service (SERS) at report@phishing.gov.uk. If you've lost money or been hacked as a result of a phishing email, you must report it to Action Fraud.",Share sale and investment fraud,https://www.actionfraud.police.uk/a-z-of-fraud/share-sale-and-investment-fraud,1,68,gemini
"I feel embarrassed about being scammed, is this normal?",,"It's completely normal to feel embarrassed, but please know that you're not alone. Scammers are very sophisticated and can trick anyone. Reporting the scam is the most important thing you can do. You can also contact Victim Support for free, confidential support on 0808 16 89 111.",Share sale and investment fraud,https://www.actionfraud.police.uk/a-z-of-fraud/share-sale-and-investment-fraud,1,68,gemini
"I think I'm being scammed right now, what should I do?",,"If you believe you are being scammed and are in immediate danger, please call 999. Otherwise, you can report the fraud to Action Fraud 24/7 using their online reporting tool. If you need advice, their advisors are available 24/7. You can also call them on 0300 123 2040 from Monday to Friday, 8am to 8pm.",Spam emails,https://www.actionfraud.police.uk/a-z-of-fraud/spam-emails,1,69,gemini
"Someone is pressuring me to pay money urgently, is this legitimate?",,"Be very cautious. Legitimate organizations will rarely pressure you to make immediate payments. This is a common tactic used by scammers. Do not pay any money. Instead, report the incident to Action Fraud online or by calling 0300 123 2040. If you feel threatened, call the police on 999.",Spam emails,https://www.actionfraud.police.uk/a-z-of-fraud/spam-emails,1,69,gemini
"I paid money and now think it was a scam, can I get it back?",,"If you've paid money in a suspected scam, contact your bank immediately. They may be able to stop the transaction or recover the funds. You should also report the scam to Action Fraud on 0300 123 2040. While there's no guarantee of getting your money back, reporting it is a crucial step.",Spam emails,https://www.actionfraud.police.uk/a-z-of-fraud/spam-emails,1,69,gemini
"I gave out my personal details to what might be a scammer, what should I do?",,"If you've shared personal details, you should report it to Action Fraud immediately. They can provide guidance on how to protect yourself from identity theft. Also, monitor your bank accounts and credit reports for any unusual activity. Consider using a credit reporting agency to place a fraud alert on your file.",Spam emails,https://www.actionfraud.police.uk/a-z-of-fraud/spam-emails,1,69,gemini
How can I tell if an email from my bank is a scam?,,"Your bank will never ask for your full PIN, password, or other sensitive information via email. Be wary of emails that create a sense of urgency or have spelling and grammar mistakes. If you're unsure, don't click any links. Instead, contact your bank directly using the phone number on the back of your card.",Spam emails,https://www.actionfraud.police.uk/a-z-of-fraud/spam-emails,1,69,gemini
Who should I contact about a phishing email?,,"If you've received a suspicious email, you should forward it to the Suspicious Email Reporting Service (SERS) at report@phishing.gov.uk. If you've lost money or been hacked as a result of a phishing email, you must report it to Action Fraud.",Spam emails,https://www.actionfraud.police.uk/a-z-of-fraud/spam-emails,1,69,gemini
"I feel embarrassed about being scammed, is this normal?",,"It's completely normal to feel embarrassed, but please know that you're not alone. Scammers are very sophisticated and can trick anyone. Reporting the scam is the most important thing you can do. You can also contact Victim Support for free, confidential support on 0808 16 89 111.",Spam emails,https://www.actionfraud.police.uk/a-z-of-fraud/spam-emails,1,69,gemini
"I think I'm being scammed right now, what should I do?",,"If you believe you are being scammed and are in immediate danger, please call 999. Otherwise, you can report the fraud to Action Fraud 24/7 using their online reporting tool. If you need advice, their advisors are available 24/7. You can also call them on 0300 123 2040 from Monday to Friday, 8am to 8pm.",Timeshare and holiday club fraud,https://www.actionfraud.police.uk/a-z-of-fraud/timeshare-fraud,1,70,gemini
"Someone is pressuring me to pay money urgently, is this legitimate?",,"Be very cautious. Legitimate organizations will rarely pressure you to make immediate payments. This is a common tactic used by scammers. Do not pay any money. Instead, report the incident to Action Fraud online or by calling 0300 123 2040. If you feel threatened, call the police on 999.",Timeshare and holiday club fraud,https://www.actionfraud.police.uk/a-z-of-fraud/timeshare-fraud,1,70,gemini
"I paid money and now think it was a scam, can I get it back?",,"If you've paid money in a suspected scam, contact your bank immediately. They may be able to stop the transaction or recover the funds. You should also report the scam to Action Fraud on 0300 123 2040. While there's no guarantee of getting your money back, reporting it is a crucial step.",Timeshare and holiday club fraud,https://www.actionfraud.police.uk/a-z-of-fraud/timeshare-fraud,1,70,gemini
"I gave out my personal details to what might be a scammer, what should I do?",,"If you've shared personal details, you should report it to Action Fraud immediately. They can provide guidance on how to protect yourself from identity theft. Also, monitor your bank accounts and credit reports for any unusual activity. Consider using a credit reporting agency to place a fraud alert on your file.",Timeshare and holiday club fraud,https://www.actionfraud.police.uk/a-z-of-fraud/timeshare-fraud,1,70,gemini
How can I tell if an email from my bank is a scam?,,"Your bank will never ask for your full PIN, password, or other sensitive information via email. Be wary of emails that create a sense of urgency or have spelling and grammar mistakes. If you're unsure, don't click any links. Instead, contact your bank directly using the phone number on the back of your card.",Timeshare and holiday club fraud,https://www.actionfraud.police.uk/a-z-of-fraud/timeshare-fraud,1,70,gemini
Who should I contact about a phishing email?,,"If you've received a suspicious email, you should forward it to the Suspicious Email Reporting Service (SERS) at report@phishing.gov.uk. If you've lost money or been hacked as a result of a phishing email, you must report it to Action Fraud.",Timeshare and holiday club fraud,https://www.actionfraud.police.uk/a-z-of-fraud/timeshare-fraud,1,70,gemini
"I feel embarrassed about being scammed, is this normal?",,"It's completely normal to feel embarrassed, but please know that you're not alone. Scammers are very sophisticated and can trick anyone. Reporting the scam is the most important thing you can do. You can also contact Victim Support for free, confidential support on 0808 16 89 111.",Timeshare and holiday club fraud,https://www.actionfraud.police.uk/a-z-of-fraud/timeshare-fraud,1,70,gemini
"I think I'm being scammed right now, what should I do?",,"If you believe you are being scammed and are in immediate danger, please call 999. Otherwise, you can report the fraud to Action Fraud 24/7 using their online reporting tool. If you need advice, their advisors are available 24/7. You can also call them on 0300 123 2040 from Monday to Friday, 8am to 8pm.",Online shopping fraud,https://www.actionfraud.police.uk/a-z-of-fraud/online-shopping-fraud,1,71,gemini
"Someone is pressuring me to pay money urgently, is this legitimate?",,"Be very cautious. Legitimate organizations will rarely pressure you to make immediate payments. This is a common tactic used by scammers. Do not pay any money. Instead, report the incident to Action Fraud online or by calling 0300 123 2040. If you feel threatened, call the police on 999.",Online shopping fraud,https://www.actionfraud.police.uk/a-z-of-fraud/online-shopping-fraud,1,71,gemini
"I paid money and now think it was a scam, can I get it back?",,"If you've paid money in a suspected scam, contact your bank immediately. They may be able to stop the transaction or recover the funds. You should also report the scam to Action Fraud on 0300 123 2040. While there's no guarantee of getting your money back, reporting it is a crucial step.",Online shopping fraud,https://www.actionfraud.police.uk/a-z-of-fraud/online-shopping-fraud,1,71,gemini
"I gave out my personal details to what might be a scammer, what should I do?",,"If you've shared personal details, you should report it to Action Fraud immediately. They can provide guidance on how to protect yourself from identity theft. Also, monitor your bank accounts and credit reports for any unusual activity. Consider using a credit reporting agency to place a fraud alert on your file.",Online shopping fraud,https://www.actionfraud.police.uk/a-z-of-fraud/online-shopping-fraud,1,71,gemini
How can I tell if an email from my bank is a scam?,,"Your bank will never ask for your full PIN, password, or other sensitive information via email. Be wary of emails that create a sense of urgency or have spelling and grammar mistakes. If you're unsure, don't click any links. Instead, contact your bank directly using the phone number on the back of your card.",Online shopping fraud,https://www.actionfraud.police.uk/a-z-of-fraud/online-shopping-fraud,1,71,gemini
Who should I contact about a phishing email?,,"If you've received a suspicious email, you should forward it to the Suspicious Email Reporting Service (SERS) at report@phishing.gov.uk. If you've lost money or been hacked as a result of a phishing email, you must report it to Action Fraud.",Online shopping fraud,https://www.actionfraud.police.uk/a-z-of-fraud/online-shopping-fraud,1,71,gemini
"I feel embarrassed about being scammed, is this normal?",,"It's completely normal to feel embarrassed, but please know that you're not alone. Scammers are very sophisticated and can trick anyone. Reporting the scam is the most important thing you can do. You can also contact Victim Support for free, confidential support on 0808 16 89 111.",Online shopping fraud,https://www.actionfraud.police.uk/a-z-of-fraud/online-shopping-fraud,1,71,gemini
"I think I'm being scammed right now, what should I do?",,"If you believe you are being scammed and are in immediate danger, please call 999. Otherwise, you can report the fraud to Action Fraud 24/7 using their online reporting tool. If you need advice, their advisors are available 24/7. You can also call them on 0300 123 2040 from Monday to Friday, 8am to 8pm.",Medical scams,https://www.actionfraud.police.uk/a-z-of-fraud/medical-scams,1,72,gemini
"Someone is pressuring me to pay money urgently, is this legitimate?",,"Be very cautious. Legitimate organizations will rarely pressure you to make immediate payments. This is a common tactic used by scammers. Do not pay any money. Instead, report the incident to Action Fraud online or by calling 0300 123 2040. If you feel threatened, call the police on 999.",Medical scams,https://www.actionfraud.police.uk/a-z-of-fraud/medical-scams,1,72,gemini
"I paid money and now think it was a scam, can I get it back?",,"If you've paid money in a suspected scam, contact your bank immediately. They may be able to stop the transaction or recover the funds. You should also report the scam to Action Fraud on 0300 123 2040. While there's no guarantee of getting your money back, reporting it is a crucial step.",Medical scams,https://www.actionfraud.police.uk/a-z-of-fraud/medical-scams,1,72,gemini
"I gave out my personal details to what might be a scammer, what should I do?",,"If you've shared personal details, you should report it to Action Fraud immediately. They can provide guidance on how to protect yourself from identity theft. Also, monitor your bank accounts and credit reports for any unusual activity. Consider using a credit reporting agency to place a fraud alert on your file.",Medical scams,https://www.actionfraud.police.uk/a-z-of-fraud/medical-scams,1,72,gemini
How can I tell if an email from my bank is a scam?,,"Your bank will never ask for your full PIN, password, or other sensitive information via email. Be wary of emails that create a sense of urgency or have spelling and grammar mistakes. If you're unsure, don't click any links. Instead, contact your bank directly using the phone number on the back of your card.",Medical scams,https://www.actionfraud.police.uk/a-z-of-fraud/medical-scams,1,72,gemini
Who should I contact about a phishing email?,,"If you've received a suspicious email, you should forward it to the Suspicious Email Reporting Service (SERS) at report@phishing.gov.uk. If you've lost money or been hacked as a result of a phishing email, you must report it to Action Fraud.",Medical scams,https://www.actionfraud.police.uk/a-z-of-fraud/medical-scams,1,72,gemini
"I feel embarrassed about being scammed, is this normal?",,"It's completely normal to feel embarrassed, but please know that you're not alone. Scammers are very sophisticated and can trick anyone. Reporting the scam is the most important thing you can do. You can also contact Victim Support for free, confidential support on 0808 16 89 111.",Medical scams,https://www.actionfraud.police.uk/a-z-of-fraud/medical-scams,1,72,gemini
"I think I'm being scammed right now, what should I do?",,"If you believe you are being scammed and are in immediate danger, please call 999. Otherwise, you can report the fraud to Action Fraud 24/7 using their online reporting tool. If you need advice, their advisors are available 24/7. You can also call them on 0300 123 2040 from Monday to Friday, 8am to 8pm.",Mobile phone fraud,https://www.actionfraud.police.uk/a-z-of-fraud/mobile-phone-fraud,1,73,gemini
"Someone is pressuring me to pay money urgently, is this legitimate?",,"Be very cautious. Legitimate organizations will rarely pressure you to make immediate payments. This is a common tactic used by scammers. Do not pay any money. Instead, report the incident to Action Fraud online or by calling 0300 123 2040. If you feel threatened, call the police on 999.",Mobile phone fraud,https://www.actionfraud.police.uk/a-z-of-fraud/mobile-phone-fraud,1,73,gemini
"I paid money and now think it was a scam, can I get it back?",,"If you've paid money in a suspected scam, contact your bank immediately. They may be able to stop the transaction or recover the funds. You should also report the scam to Action Fraud on 0300 123 2040. While there's no guarantee of getting your money back, reporting it is a crucial step.",Mobile phone fraud,https://www.actionfraud.police.uk/a-z-of-fraud/mobile-phone-fraud,1,73,gemini
"I gave out my personal details to what might be a scammer, what should I do?",,"If you've shared personal details, you should report it to Action Fraud immediately. They can provide guidance on how to protect yourself from identity theft. Also, monitor your bank accounts and credit reports for any unusual activity. Consider using a credit reporting agency to place a fraud alert on your file.",Mobile phone fraud,https://www.actionfraud.police.uk/a-z-of-fraud/mobile-phone-fraud,1,73,gemini
How can I tell if an email from my bank is a scam?,,"Your bank will never ask for your full PIN, password, or other sensitive information via email. Be wary of emails that create a sense of urgency or have spelling and grammar mistakes. If you're unsure, don't click any links. Instead, contact your bank directly using the phone number on the back of your card.",Mobile phone fraud,https://www.actionfraud.police.uk/a-z-of-fraud/mobile-phone-fraud,1,73,gemini
Who should I contact about a phishing email?,,"If you've received a suspicious email, you should forward it to the Suspicious Email Reporting Service (SERS) at report@phishing.gov.uk. If you've lost money or been hacked as a result of a phishing email, you must report it to Action Fraud.",Mobile phone fraud,https://www.actionfraud.police.uk/a-z-of-fraud/mobile-phone-fraud,1,73,gemini
"I feel embarrassed about being scammed, is this normal?",,"It's completely normal to feel embarrassed, but please know that you're not alone. Scammers are very sophisticated and can trick anyone. Reporting the scam is the most important thing you can do. You can also contact Victim Support for free, confidential support on 0808 16 89 111.",Mobile phone fraud,https://www.actionfraud.police.uk/a-z-of-fraud/mobile-phone-fraud,1,73,gemini
"I think I'm being scammed right now, what should I do?",,"If you believe you are being scammed and are in immediate danger, please call 999. Otherwise, you can report the fraud to Action Fraud 24/7 using their online reporting tool. If you need advice, their advisors are available 24/7. You can also call them on 0300 123 2040 from Monday to Friday, 8am to 8pm.",Doorstep fraud,https://www.actionfraud.police.uk/a-z-of-fraud/doorstep-fraud,1,74,gemini
"Someone is pressuring me to pay money urgently, is this legitimate?",,"Be very cautious. Legitimate organizations will rarely pressure you to make immediate payments. This is a common tactic used by scammers. Do not pay any money. Instead, report the incident to Action Fraud online or by calling 0300 123 2040. If you feel threatened, call the police on 999.",Doorstep fraud,https://www.actionfraud.police.uk/a-z-of-fraud/doorstep-fraud,1,74,gemini
"I paid money and now think it was a scam, can I get it back?",,"If you've paid money in a suspected scam, contact your bank immediately. They may be able to stop the transaction or recover the funds. You should also report the scam to Action Fraud on 0300 123 2040. While there's no guarantee of getting your money back, reporting it is a crucial step.",Doorstep fraud,https://www.actionfraud.police.uk/a-z-of-fraud/doorstep-fraud,1,74,gemini
"I gave out my personal details to what might be a scammer, what should I do?",,"If you've shared personal details, you should report it to Action Fraud immediately. They can provide guidance on how to protect yourself from identity theft. Also, monitor your bank accounts and credit reports for any unusual activity. Consider using a credit reporting agency to place a fraud alert on your file.",Doorstep fraud,https://www.actionfraud.police.uk/a-z-of-fraud/doorstep-fraud,1,74,gemini
How can I tell if an email from my bank is a scam?,,"Your bank will never ask for your full PIN, password, or other sensitive information via email. Be wary of emails that create a sense of urgency or have spelling and grammar mistakes. If you're unsure, don't click any links. Instead, contact your bank directly using the phone number on the back of your card.",Doorstep fraud,https://www.actionfraud.police.uk/a-z-of-fraud/doorstep-fraud,1,74,gemini
Who should I contact about a phishing email?,,"If you've received a suspicious email, you should forward it to the Suspicious Email Reporting Service (SERS) at report@phishing.gov.uk. If you've lost money or been hacked as a result of a phishing email, you must report it to Action Fraud.",Doorstep fraud,https://www.actionfraud.police.uk/a-z-of-fraud/doorstep-fraud,1,74,gemini
"I feel embarrassed about being scammed, is this normal?",,"It's completely normal to feel embarrassed, but please know that you're not alone. Scammers are very sophisticated and can trick anyone. Reporting the scam is the most important thing you can do. You can also contact Victim Support for free, confidential support on 0808 16 89 111.",Doorstep fraud,https://www.actionfraud.police.uk/a-z-of-fraud/doorstep-fraud,1,74,gemini
"I think I'm being scammed right now, what should I do?",,"If you believe you are being scammed and are in immediate danger, please call 999. Otherwise, you can report the fraud to Action Fraud 24/7 using their online reporting tool. If you need advice, their advisors are available 24/7. You can also call them on 0300 123 2040 from Monday to Friday, 8am to 8pm.",Remote Access Tool Scams,https://www.actionfraud.police.uk/a-z-of-fraud/remoteaccesstoolscams,1,75,gemini
"Someone is pressuring me to pay money urgently, is this legitimate?",,"Be very cautious. Legitimate organizations will rarely pressure you to make immediate payments. This is a common tactic used by scammers. Do not pay any money. Instead, report the incident to Action Fraud online or by calling 0300 123 2040. If you feel threatened, call the police on 999.",Remote Access Tool Scams,https://www.actionfraud.police.uk/a-z-of-fraud/remoteaccesstoolscams,1,75,gemini
"I paid money and now think it was a scam, can I get it back?",,"If you've paid money in a suspected scam, contact your bank immediately. They may be able to stop the transaction or recover the funds. You should also report the scam to Action Fraud on 0300 123 2040. While there's no guarantee of getting your money back, reporting it is a crucial step.",Remote Access Tool Scams,https://www.actionfraud.police.uk/a-z-of-fraud/remoteaccesstoolscams,1,75,gemini
